0,1,2,3,4,counts
www.delaware.pro,en-be,solutions,kentico,,1
www.delaware.pro,en-be,solutions,life-science,,1
www.delaware.pro,en-be,solutions,lot-size-one,,1
www.delaware.pro,en-be,solutions,low-code-rapid-application-development,,1
www.delaware.pro,en-be,solutions,master-data-management,,1
www.delaware.pro,en-be,solutions,mendix,,1
www.delaware.pro,en-be,solutions,microsoft,microsoft-teams,1
www.delaware.pro,en-be,solutions,microsoft,microsoft-power-bi,1
www.delaware.pro,en-be,solutions,microsoft,microsoft-dynamics-365-business-central,1
www.delaware.pro,en-be,solutions,microsoft,microsoft-dynamics-365,1
www.delaware.pro,en-be,solutions,microsoft,microsoft-cortana-intelligence,1
www.delaware.pro,en-be,solutions,microsoft,microsoft-biztalk-logic-apps,1
www.delaware.pro,en-be,solutions,microsoft,microsoft-azure-purview,1
www.delaware.pro,en-be,solutions,microsoft,microsoft-azure,1
www.delaware.pro,en-be,solutions,microsoft,,1
www.delaware.pro,en-be,solutions,microsoft,office-365,1
www.delaware.pro,en-be,solutions,new-features-successfactors,,1
www.delaware.pro,en-be,solutions,office-productivity,,1
www.delaware.pro,en-be,solutions,opentext,,1
www.delaware.pro,en-be,solutions,operations,strategic-sourcing,1
www.delaware.pro,en-be,solutions,operations,smart-warehouse,1
www.delaware.pro,en-be,solutions,operations,smart-maintenance,1
www.delaware.pro,en-be,solutions,operations,next-generation-business-applications,1
www.delaware.pro,en-be,solutions,operations,information-management,1
www.delaware.pro,en-be,solutions,operations,advanced-planning,1
www.delaware.pro,en-be,solutions,operations,,1
www.delaware.pro,en-be,solutions,optimizely,,1
www.delaware.pro,en-be,solutions,outsystems,,1
www.delaware.pro,en-be,solutions,people,work-automation,1
www.delaware.pro,en-be,solutions,people,people-operations,1
www.delaware.pro,en-be,solutions,people,people-dynamics,1
www.delaware.pro,en-be,solutions,people,employee-workhub,1
www.delaware.pro,en-be,solutions,people,continuous-learning,1
www.delaware.pro,en-be,solutions,people,change-management,1
www.delaware.pro,en-be,solutions,people,,1
www.delaware.pro,en-be,solutions,print-and-packaging,value-and-security-printing,1
www.delaware.pro,en-be,solutions,print-and-packaging,online-printing-finishing,1
www.delaware.pro,en-be,solutions,print-and-packaging,leaflets-booklets-and-labels,1
www.delaware.pro,en-be,solutions,print-and-packaging,individual-print-and-services,1
www.delaware.pro,en-be,solutions,print-and-packaging,folding-carton-pos-displays,1
www.delaware.pro,en-be,solutions,print-and-packaging,flexible-packaging,1
www.delaware.pro,en-be,solutions,print-and-packaging,decor-painting-coating,1
www.delaware.pro,en-be,solutions,print-and-packaging,corrugated-packaging,1
www.delaware.pro,en-be,solutions,print-and-packaging,,1
www.delaware.pro,en-be,solutions,professional-services,,1
www.delaware.pro,en-be,solutions,retail-and-consumer-markets,,1
www.delaware.pro,en-be,solutions,sales-and-marketing,accelerate-transform,1
www.delaware.pro,en-be,solutions,sales-and-marketing,,1
www.delaware.pro,en-be,solutions,sales-and-marketing,customer-moments,1
www.delaware.pro,en-be,solutions,sales-and-marketing,digital-orchestration,1
www.delaware.pro,en-be,solutions,sales-and-marketing,strategy-and-insights,1
www.delaware.pro,en-be,solutions,sales-and-marketing,single-source-of-truth,1
www.delaware.pro,en-be,solutions,sales-and-marketing,omnichannel-experience,1
www.delaware.pro,en-be,solutions,salesforce,salesforce-einstein,1
www.delaware.pro,en-be,solutions,salesforce,salesforce-b2b-commerce,1
www.delaware.pro,en-be,solutions,salesforce,,1
www.delaware.pro,en-be,solutions,sap,sap-successfactors,1
www.delaware.pro,en-be,solutions,sap,sap-s4hana-migration,1
www.delaware.pro,en-be,solutions,sap,sap-s4hana-cloud,1
www.delaware.pro,en-be,solutions,sap,sap-s4hana,1
www.delaware.pro,en-be,solutions,sap,sap-qualtrics,1
www.delaware.pro,en-be,solutions,sap,sap-po-cpi,1
www.delaware.pro,en-be,solutions,sap,sap-on-azure,1
www.delaware.pro,en-be,solutions,sap,sap-mii,1
www.delaware.pro,en-be,solutions,sap,sap-litmos,1
www.delaware.pro,en-be,solutions,sap,sap-leonardo,1
www.delaware.pro,en-be,solutions,sap,sap-integrated-business-planning,1
www.delaware.pro,en-be,solutions,sap,sap-fiori,1
www.delaware.pro,en-be,solutions,sap,sap-cx,1
www.delaware.pro,en-be,solutions,sap,sap-concur,1
www.delaware.pro,en-be,solutions,sap,sap-cloud-platform,1
www.delaware.pro,en-be,solutions,sap,sap-business-bydesign,1
www.delaware.pro,en-be,solutions,sap,sap-ariba,1
www.delaware.pro,en-be,solutions,sap,sap-analytics-cloud,1
www.delaware.pro,en-be,solutions,sap,rise-with-sap-shine-with-delaware,1
www.delaware.pro,en-be,solutions,sap,,1
www.delaware.pro,en-be,solutions,showpad,,1
www.delaware.pro,en-be,solutions,sitecore,,1
www.delaware.pro,en-be,solutions,textiles,,1
www.delaware.pro,en-be,solutions,transportation-management,,1
www.delaware.pro,en-be,solutions,utilities,,1
www.delaware.pro,en-be,solutions,vena,,1
www.delaware.pro,en-be,solutions,virto-commerce,,1
www.delaware.pro,en-be,solutions,virtual-reality,,1
www.delaware.pro,en-be,solutions,visual-analytics,,1
www.delaware.pro,en-be,solutions,your-digital-workplace,,1
www.delaware.pro,en-be,stories,,,1
www.delaware.pro,en-be,stories,150-year-old-industry-unlocks-future-proof-invoicing-with-sap-vim,,1
www.delaware.pro,en-be,stories,25-successful-rpa-cases--umicore-whats-the-secret-formula,,1
www.delaware.pro,en-be,stories,a-solid-strategy-for-security,,1
www.delaware.pro,en-be,stories,agristos-move-to-s-4hana-a-complete-business-transformation,,1
www.delaware.pro,en-be,stories,alpro-protects-its-lone-workers-with-ai-technology,,1
www.delaware.pro,en-be,stories,aveve-customer-first,,1
www.delaware.pro,en-be,stories,bekaert-and-delaware-explore-how-xr-can-optimize-the-production-process,,1
www.delaware.pro,en-be,stories,bekaertdeslee-speeds-up-employee-onboarding-with-sap-successfactors-and-azure-active-directory,,1
www.delaware.pro,en-be,stories,bmt-enriches-strategic-decisions-with-sap-management-reporting,,1
www.delaware.pro,en-be,stories,compressing-space-and-time-smart-maintenance-at-atlas-copco,,1
www.delaware.pro,en-be,stories,daikin-support-for-excellence,,1
www.delaware.pro,en-be,stories,de-watergroep-making-reporting-waterproof,,1
www.delaware.pro,en-be,stories,deme-introduces-new-digital-platform-to-optimize-business-processes,,1
www.delaware.pro,en-be,stories,dream-big-act-smart-manna-foods-dreams-big-with-delaware,,1
www.delaware.pro,en-be,stories,emmaus-anchors-the-strength-of-a-healthcare-network-in-shared-strategy,,1
www.delaware.pro,en-be,stories,fabory-hooks-webshop-customers-with-advanced-assortment-management,,1
www.delaware.pro,en-be,stories,fluvius-brings-logistics-management-to-the-mobile-era-with-sap-s-4hana,,1
www.delaware.pro,en-be,stories,from-bi-to-insights-to-predictive-and-prescriptive-analysis--data-is-the-holy-grail-at-tnt,,1
www.delaware.pro,en-be,stories,ghents-university-hospital-can-focus-on-the-patient,,1
www.delaware.pro,en-be,stories,global-mineral-firm-lhoist-launches-office-365-and-sharebox,,1
www.delaware.pro,en-be,stories,how-barco-and-qualtrics-enable-bright-outcomes-through-experience-management,,1
www.delaware.pro,en-be,stories,how-change-management-helps-to-make-every-drop-count-at-de-watergroep,,1
www.delaware.pro,en-be,stories,how-sap-s-4hana-boosts-the-financial-health-of-az-delta-hospital,,1
www.delaware.pro,en-be,stories,how-scalefactory-made-gighouses-app-more-scalable,,1
www.delaware.pro,en-be,stories,how-wm-supplies-new-b2b-portal-can-help-others-boost-customer-experience,,1
www.delaware.pro,en-be,stories,jll-gets-closer-to-its-customers-thanks-to-a-glocalized-version-of-dynamics-crm,,1
www.delaware.pro,en-be,stories,netafim-builds-loyalty-driven-customer-relationships-based-on-effortless-experiences,,1
www.delaware.pro,en-be,stories,niko-switches-to-ai-driven-quality-control-with-robovision,,1
www.delaware.pro,en-be,stories,novares-chooses-delaware-to-move-its-sap-to-microsoft-azure,,1
www.delaware.pro,en-be,stories,ordering-online-at-la-lorraine-bakery-group-is-a-piece-of-cake,,1
www.delaware.pro,en-be,stories,petrochem-leader-ineos-fosters-digital-collaboration-with-sharebox,,1
www.delaware.pro,en-be,stories,protecting-1-million-people-how-salesforce-reinforces-vandeputtes-vision,,1
www.delaware.pro,en-be,stories,pss-chooses-for-the-next-generation-of-performance,,1
www.delaware.pro,en-be,stories,quick-step-a-solid-base-for-future-proof-customer-engagement,,1
www.delaware.pro,en-be,stories,real-time-results-for-reporting-at-tcr,,1
www.delaware.pro,en-be,stories,s-4hana-public-cloud-success-story-at-topcon-positioning-europe,,1
www.delaware.pro,en-be,stories,sap-brings-real-time-finance-insight-to-improve-business-at-van-marcke,,1
www.delaware.pro,en-be,stories,sap-on-azure-brings-the-best-of-both-worlds-to-renson,,1
www.delaware.pro,en-be,stories,sap-s-4hana-the-key-to-faster-more-value-adding-reporting-at-animalcare-group,,1
www.delaware.pro,en-be,stories,streamlined-budgeting-underpins-further-growth-at-argenta,,1
www.delaware.pro,en-be,stories,video-autoneum-sap-goals-with-ams,,1
www.delaware.pro,en-be,stories,video-delaware-collaborates-with-nanotech-leader-imec-to-create-a-custom-digital-workplace-hub,,1
www.delaware.pro,en-be,stories,video-rfid-plastivaloire-industry-4-0,,1
www.delaware.pro,en-be,stories,video-schreder-a-guiding-light-in-ar-configuration-and-vr,,1
www.delaware.pro,en-be,stories,wienerberger-accelerates-its-digital-transformation-to-engage-its-customers,,1
www.delaware.pro,en-be,ventures,,,1
www.delaware.pro,en-be,ventures,apply,,1
www.delaware.pro,en-be,ventures,how-to-apply,,1
www.delaware.pro,en-be,ventures,stories,fixform,1
www.delaware.pro,en-be,ventures,stories,dscribe,1
www.delaware.pro,en-be,ventures,stories,24flow-is-a-next-gen-shopfloor-and-manufacturing-platform,1
www.delaware.pro,en-be,ventures,stories,,1
www.delaware.pro,en-be,ventures,stories,hydroware,1
